age,gender,education,family,salary,working time,contract time,autonomy,intensity,interaction,meaningful,Declared satisfaction
49,M,Upper secondary or post-secondary education,Other type of household with children,4407,39.0,long term,11,5,3,9,1
29,W,Tertiary education,Other type of household without children,1695,35.0,short term,3,12,4,10,2
38,W,Upper secondary or post-secondary education,Single adult with children,2260,40.0,long term,6,5,3,8,3
33,M,Tertiary education,Other type of household with children,1275,40.0,long term,12,12,4,8,2
36,M,Upper secondary or post-secondary education,Couple with children,1612,35.0,long term,7,14,5,10,1
70,W,No education completed,Couple without children,2398,35.0,long term,15,9,4,10,1
73,W,No education completed,Couple without children,1937,14.0,long term,9,3,5,9,1
27,M,Upper secondary or post-secondary education,Other type of household without children,1249,37.0,long term,14,14,5,10,1
45,M,Tertiary education,Single adult with children,4801,30.0,long term,9,10,5,7,2
20,M,Upper secondary or post-secondary education,Couple with children,1899,35.0,long term,6,14,5,8,2
60,W,Upper secondary or post-secondary education,Couple without children,2902,38.0,long term,8,10,4,7,1
33,W,Tertiary education,Other type of household with children,1458,17.0,long term,4,7,3,7,2
28,W,Tertiary education,Single adult without children,3020,35.0,long term,3,10,4,9,2
67,W,Upper secondary or post-secondary education,Couple with children,2786,30.0,long term,4,8,1,10,2
23,M,Tertiary education,Other type of household with children,2345,35.0,long term,7,8,5,10,1
39,W,Upper secondary or post-secondary education,Couple with children,1569,35.0,short term,15,14,5,10,1
36,M,No education completed,Other type of household without children,1988,35.0,long term,11,10,5,8,3
66,M,Upper secondary or post-secondary education,Couple with children,2270,45.0,long term,10,13,3,10,2
54,M,Tertiary education,Other type of household with children,3211,8.0,long term,8,14,1,10,1
39,W,Tertiary education,Couple with children,2997,45.0,long term,11,8,4,8,2
27,W,No education completed,Other type of household with children,1438,38.0,long term,13,13,5,10,2
64,M,Upper secondary or post-secondary education,Couple with children,2653,40.0,long term,11,11,5,8,3
72,W,Tertiary education,Couple with children,3146,35.0,long term,4,4,4,6,3
54,M,Tertiary education,Single adult with children,1311,35.0,short term,14,12,5,10,1
60,W,Tertiary education,Other type of household without children,971,35.0,short term,7,6,5,10,2
46,M,Upper secondary or post-secondary education,Other type of household without children,1222,35.0,long term,12,6,4,10,2
42,M,Tertiary education,Other type of household with children,2612,50.0,long term,9,12,4,8,2
36,W,Tertiary education,Single adult without children,1231,18.0,long term,5,14,4,10,2
62,W,Upper secondary or post-secondary education,Other type of household without children,2968,35.0,short term,11,10,4,9,1
54,W,Primary or lower secondary education,Couple without children,2408,40.0,long term,13,4,4,8,2
33,M,Primary or lower secondary education,Couple without children,1033,39.0,short term,14,14,4,7,2
61,W,Tertiary education,Couple without children,3441,45.0,long term,11,8,4,8,2
47,W,Tertiary education,Other type of household without children,2967,37.0,long term,9,6,4,7,3
56,M,Primary or lower secondary education,Couple with children,2566,35.0,long term,12,11,4,8,1
53,M,No education completed,Single adult without children,6849,18.0,long term,8,14,5,8,2
52,W,Tertiary education,Single adult with children,1911,35.0,long term,10,5,5,9,2
30,W,Tertiary education,Couple without children,1139,40.0,short term,7,9,4,7,2
32,W,Tertiary education,Single adult with children,1832,35.0,long term,3,10,5,6,2
56,W,Primary or lower secondary education,Single adult with children,1058,35.0,long term,4,12,4,9,3
26,M,No education completed,Couple without children,1728,40.0,long term,9,2,4,9,3
56,W,Tertiary education,Couple without children,3465,20.0,short term,12,14,4,8,2
34,M,Primary or lower secondary education,Single adult with children,1589,40.0,long term,11,13,3,10,2
33,M,Upper secondary or post-secondary education,Couple with children,2202,30.0,long term,11,6,5,9,3
48,M,Primary or lower secondary education,Other type of household with children,1475,40.0,short term,7,9,4,7,2
35,M,Tertiary education,Couple with children,3120,18.0,long term,5,14,4,10,2
43,W,Upper secondary or post-secondary education,Couple without children,2023,35.0,long term,5,6,3,7,2
45,W,Upper secondary or post-secondary education,Couple without children,2473,35.0,long term,5,2,5,9,2
65,M,Tertiary education,Single adult with children,3884,37.0,long term,12,14,5,9,2
35,M,Upper secondary or post-secondary education,Single adult with children,2790,35.0,long term,10,8,3,8,2
37,M,Primary or lower secondary education,Couple without children,2633,35.0,long term,10,5,5,9,2
28,M,Tertiary education,Single adult without children,2435,35.0,long term,10,8,4,8,2
28,W,Primary or lower secondary education,Other type of household with children,1453,22.0,long term,10,14,3,9,3
62,W,Tertiary education,Single adult without children,1168,45.0,long term,14,14,2,10,1
52,M,Upper secondary or post-secondary education,Single adult without children,1781,30.0,long term,11,2,4,9,3
58,W,Upper secondary or post-secondary education,Single adult with children,1212,35.0,long term,12,10,2,10,2
57,W,Tertiary education,Single adult with children,3783,37.0,long term,9,4,5,9,3
48,M,Tertiary education,Other type of household without children,1680,39.0,long term,10,10,4,8,2
30,W,Upper secondary or post-secondary education,Single adult without children,1172,38.0,long term,8,10,5,8,1
54,W,Tertiary education,Other type of household without children,1918,35.0,long term,3,13,4,10,2
41,M,Primary or lower secondary education,Other type of household with children,1503,15.0,short term,9,8,2,10,2
39,W,No education completed,Other type of household with children,2993,45.0,long term,7,5,2,9,3
39,M,Upper secondary or post-secondary education,Couple with children,3067,35.0,long term,14,7,4,10,2
68,W,Upper secondary or post-secondary education,Other type of household with children,2651,39.0,long term,12,12,5,8,1
30,M,Upper secondary or post-secondary education,Other type of household with children,2950,35.0,long term,15,9,4,10,1
27,W,Upper secondary or post-secondary education,Couple without children,1844,35.0,long term,13,12,5,10,2
25,W,Tertiary education,Other type of household without children,1528,40.0,long term,12,3,5,10,2
34,M,Upper secondary or post-secondary education,Single adult with children,2480,35.0,long term,12,12,5,10,1
38,M,Tertiary education,Single adult with children,2519,39.0,short term,7,3,4,8,3
47,M,Tertiary education,Other type of household without children,1894,37.0,long term,10,9,4,8,2
32,M,Primary or lower secondary education,Other type of household without children,4837,36.0,short term,13,11,4,9,3
35,M,Upper secondary or post-secondary education,Couple without children,807,45.0,long term,7,7,4,10,2
59,M,Tertiary education,Couple without children,1524,40.0,long term,12,14,5,9,2
32,M,Upper secondary or post-secondary education,Single adult with children,1638,40.0,short term,7,6,4,6,2
60,W,Upper secondary or post-secondary education,Other type of household with children,2144,38.0,long term,13,11,4,8,3
48,W,Upper secondary or post-secondary education,Couple without children,1324,35.0,long term,9,9,4,8,2
68,M,Tertiary education,Other type of household with children,3732,40.0,long term,11,13,4,8,2
48,W,Upper secondary or post-secondary education,Couple with children,2731,40.0,long term,15,14,5,10,2
37,M,Tertiary education,Other type of household without children,1706,21.0,long term,8,14,5,8,2
74,W,Upper secondary or post-secondary education,Other type of household without children,3020,35.0,long term,8,11,3,7,2
45,W,Primary or lower secondary education,Single adult without children,1215,35.0,long term,10,4,5,9,2
69,M,No education completed,Single adult with children,10162,35.0,long term,7,11,4,10,2
30,M,Tertiary education,Other type of household with children,2004,36.0,short term,11,2,5,8,2
71,W,Tertiary education,Single adult without children,2847,35.0,long term,8,8,4,8,2
60,W,Upper secondary or post-secondary education,Couple with children,1953,18.0,long term,15,12,5,10,2
38,W,Tertiary education,Other type of household without children,2051,21.0,long term,12,11,4,6,2
56,M,Tertiary education,Single adult without children,1276,45.0,long term,12,14,3,8,2
45,W,Tertiary education,Single adult without children,2975,45.0,short term,10,14,4,7,1
18,W,Upper secondary or post-secondary education,Couple with children,1727,35.0,long term,3,10,5,6,2
37,W,Primary or lower secondary education,Couple without children,1616,40.0,long term,11,12,4,8,2
29,W,Upper secondary or post-secondary education,Other type of household without children,1626,50.0,long term,12,11,4,6,2
67,M,Upper secondary or post-secondary education,Other type of household with children,5370,40.0,short term,15,2,5,10,2
69,M,Upper secondary or post-secondary education,Couple with children,2294,30.0,long term,9,3,3,6,4
33,M,Primary or lower secondary education,Couple without children,3680,36.0,short term,11,10,2,7,2
67,W,Upper secondary or post-secondary education,Other type of household without children,615,30.0,short term,11,2,4,9,3
28,W,Tertiary education,Other type of household without children,811,43.0,long term,14,2,5,10,2
39,W,Tertiary education,Other type of household with children,2099,40.0,short term,12,14,4,7,1
20,W,Upper secondary or post-secondary education,Single adult without children,1028,37.0,long term,8,12,4,8,2
38,M,Tertiary education,Couple without children,2359,25.0,short term,9,13,4,8,2
27,M,Upper secondary or post-secondary education,Single adult with children,1296,48.0,long term,11,8,4,10,2
48,M,Tertiary education,Other type of household without children,9164,25.0,long term,9,13,4,8,2
52,W,Primary or lower secondary education,Single adult with children,2265,55.0,long term,11,3,4,7,4
74,W,Primary or lower secondary education,Other type of household with children,1133,37.0,short term,13,8,4,9,2
48,W,Tertiary education,Couple with children,1787,12.0,long term,6,2,5,10,1
39,M,Tertiary education,Single adult with children,2779,39.0,long term,9,11,2,9,3
71,M,Tertiary education,Other type of household without children,1501,35.0,long term,5,13,4,8,3
49,W,Tertiary education,Other type of household with children,1990,30.0,long term,11,14,5,9,1
31,M,No education completed,Single adult without children,2878,35.0,long term,13,5,4,10,2
28,W,Upper secondary or post-secondary education,Couple without children,1441,50.0,long term,8,10,4,8,2
40,W,Upper secondary or post-secondary education,Single adult with children,1669,39.0,long term,7,10,4,10,2
48,M,Tertiary education,Couple without children,1564,35.0,long term,7,14,5,9,4
32,M,Tertiary education,Other type of household with children,1627,13.0,long term,3,9,3,10,3
42,M,Tertiary education,Couple without children,778,35.0,long term,12,13,4,9,1
33,W,Tertiary education,Single adult without children,3021,43.0,long term,5,4,3,7,3
74,M,Upper secondary or post-secondary education,Single adult without children,4675,35.0,long term,10,8,4,8,2
51,M,Tertiary education,Other type of household without children,588,35.0,long term,12,14,5,10,2
67,W,Primary or lower secondary education,Other type of household with children,3422,30.0,long term,12,4,4,8,2
61,W,Tertiary education,Single adult with children,1005,30.0,long term,11,14,5,9,1
34,W,Primary or lower secondary education,Couple without children,2746,40.0,long term,7,14,4,10,2
34,W,Tertiary education,Other type of household without children,1596,35.0,long term,9,4,4,10,2
70,W,Tertiary education,Couple without children,1089,35.0,long term,6,5,3,8,3
49,M,Tertiary education,Single adult without children,1716,39.0,long term,5,9,2,7,2
